pm2.5,pm10,no,no2,so2,co,nox,ozone,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene,o_xylene,AQI,Category
24.09,164.37,9.51,42.72,15.06,0.85,52.23,23.14,70.74,0.91,-0.75,174.75,950.8,2024-10-31 09:00:00,32.32,0.41,0.34,0.8,0.5,,50,Good
24.09,164.37,9.48,42.66,15.42,0.78,52.15,24.13,70.74,0.83,-0.76,195.95,949.9,2024-10-31 09:15:00,32.29,0.42,0.35,0.83,0.51,,50,Good
24.61,164.37,9.57,43.1,15.0,0.82,52.67,22.97,70.74,0.84,-0.76,197.37,948.4,2024-10-31 09:30:00,32.33,0.4,0.33,0.79,0.53,,50,Good
30.96,143.61,9.4,42.63,15.71,0.78,52.03,24.94,70.74,0.9,-0.75,204.79,947.5,2024-10-31 09:45:00,32.29,0.42,0.34,0.82,0.52,,100,Satisfactory
31.0,138.78,7.18,35.83,14.96,0.73,43.01,22.84,70.74,0.99,-0.74,193.31,947.0,2024-10-31 10:00:00,31.73,0.42,0.34,0.82,0.51,,100,Satisfactory
30.93,138.78,6.45,31.06,15.21,0.83,37.5,23.56,70.74,0.71,-0.77,218.88,946.6,2024-10-31 10:15:00,31.71,0.41,0.34,0.82,0.52,,100,Satisfactory
31.35,138.78,7.6,34.41,14.93,0.83,42.01,22.77,70.74,0.6,-0.8,181.34,946.5,2024-10-31 10:30:00,32.75,0.41,0.34,0.81,0.52,,100,Satisfactory
39.41,125.82,7.56,34.78,15.01,0.72,42.34,23.0,70.66,0.47,-0.83,254.67,944.3,2024-10-31 10:45:00,33.08,0.42,0.35,0.83,0.5,,100,Satisfactory
39.43,122.81,6.52,31.36,15.07,0.75,37.88,23.16,68.46,0.66,-0.85,280.92,943.2,2024-10-31 11:00:00,32.92,0.4,0.33,0.79,0.5,,100,Satisfactory
39.43,122.81,5.66,28.96,15.23,0.77,34.63,23.6,65.93,0.8,-0.87,214.33,942.2,2024-10-31 11:15:00,32.44,0.41,0.34,0.81,0.51,,100,Satisfactory
38.72,122.81,5.77,29.38,15.42,0.73,35.15,24.14,62.28,0.97,-0.84,156.26,941.2,2024-10-31 11:30:00,31.72,0.42,0.35,0.83,0.51,,100,Satisfactory
28.72,108.05,6.2,30.9,15.22,0.73,37.09,23.58,61.27,0.37,-0.81,236.99,941.1,2024-10-31 11:45:00,31.17,0.41,0.34,0.82,0.5,,50,Good
28.76,104.61,6.69,32.81,15.09,0.78,39.5,23.21,60.37,0.92,-0.79,204.05,940.7,2024-10-31 12:00:00,30.86,0.41,0.34,0.82,0.51,,50,Good
28.72,104.61,7.0,34.01,15.33,0.77,41.0,23.89,58.76,0.89,-0.78,209.34,941.0,2024-10-31 12:15:00,30.87,0.41,0.34,0.82,0.51,,50,Good
28.66,104.61,7.29,35.13,14.91,0.8,42.42,22.72,58.31,0.44,-0.78,237.54,941.2,2024-10-31 12:30:00,30.93,0.41,0.34,0.81,0.51,,50,Good
27.53,117.91,7.54,36.13,15.41,0.85,43.67,24.1,58.26,0.76,-0.78,189.94,940.4,2024-10-31 12:45:00,31.0,0.41,0.34,0.82,0.5,,50,Good
27.48,121.01,7.7,36.88,15.27,0.82,44.57,23.7,56.67,0.9,-0.78,208.45,939.8,2024-10-31 13:00:00,31.02,0.41,0.34,0.82,0.53,,50,Good
27.66,121.01,7.91,37.67,14.88,0.77,45.58,22.63,55.15,0.3,-0.78,250.07,939.8,2024-10-31 13:15:00,31.07,0.4,0.33,0.79,0.53,,50,Good
27.97,121.01,8.08,38.51,15.14,0.74,46.59,23.36,54.27,0.82,-0.78,281.56,939.6,2024-10-31 13:30:00,31.12,0.41,0.34,0.81,0.49,,50,Good
31.3,125.72,8.25,39.34,14.8,0.75,47.59,22.4,54.68,0.85,-0.77,260.59,939.9,2024-10-31 13:45:00,31.15,0.41,0.34,0.8,0.52,,100,Satisfactory
31.32,126.81,8.39,39.92,15.36,0.74,48.32,23.97,54.26,0.6,-0.78,229.33,940.5,2024-10-31 14:00:00,31.18,0.41,0.34,0.82,0.51,,100,Satisfactory
31.33,126.81,8.52,40.49,15.32,0.82,49.01,23.87,54.06,0.8,-0.78,257.03,941.8,2024-10-31 14:15:00,31.24,0.4,0.33,0.8,0.54,,100,Satisfactory
31.47,126.81,8.68,41.11,15.02,0.74,49.79,23.03,54.92,0.58,-0.78,243.81,942.8,2024-10-31 14:30:00,31.32,0.42,0.35,0.83,0.52,,100,Satisfactory
33.75,128.05,8.77,41.62,15.17,0.87,50.39,23.43,54.06,0.45,-0.78,178.52,942.8,2024-10-31 14:45:00,31.38,0.41,0.34,0.81,0.5,,100,Satisfactory
33.74,128.34,8.79,41.77,15.17,0.87,50.56,23.43,53.24,0.55,-0.77,189.34,942.6,2024-10-31 15:00:00,31.41,0.43,0.35,0.85,0.53,,100,Satisfactory
33.73,128.34,8.83,42.0,15.3,0.79,50.83,23.8,51.89,0.89,-0.77,227.08,942.2,2024-10-31 15:15:00,31.48,0.41,0.34,0.81,0.52,,100,Satisfactory
33.21,128.34,8.94,42.27,15.46,0.76,51.22,24.25,49.58,0.97,-0.77,209.5,942.0,2024-10-31 15:30:00,31.56,0.42,0.35,0.83,0.51,,100,Satisfactory
25.92,106.35,8.91,41.97,15.01,0.82,50.87,22.98,52.28,1.04,-0.77,201.39,941.5,2024-10-31 15:45:00,31.58,0.41,0.34,0.8,0.52,,50,Good
25.91,101.23,8.84,41.48,15.14,0.78,50.31,23.36,57.63,1.21,-0.77,195.43,942.3,2024-10-31 16:00:00,31.55,0.41,0.34,0.82,0.53,,50,Good
25.92,101.23,8.94,41.66,15.22,0.78,50.6,23.57,60.19,1.18,-0.77,200.12,943.4,2024-10-31 16:15:00,31.65,0.42,0.35,0.83,0.53,,50,Good
26.11,101.23,9.0,41.68,14.78,0.77,50.68,22.35,61.86,0.98,-0.77,203.36,943.6,2024-10-31 16:30:00,31.71,0.41,0.34,0.81,0.5,,50,Good
28.7,285.11,9.11,42.03,15.31,0.82,51.14,23.83,62.42,0.85,-0.76,203.99,943.8,2024-10-31 16:45:00,31.77,0.41,0.34,0.81,0.51,,50,Good
28.66,327.94,9.25,42.42,15.19,0.78,51.67,23.48,63.89,0.93,-0.77,197.42,944.2,2024-10-31 17:00:00,31.84,0.42,0.34,0.82,0.51,,50,Good
28.63,274.1,9.12,42.11,15.05,0.84,51.23,23.1,65.17,0.93,-0.77,184.73,944.5,2024-10-31 17:15:00,31.84,0.41,0.34,0.82,0.53,,50,Good
56.96,140.58,7.35,37.01,15.19,0.8,44.36,23.37,64.84,0.73,-0.76,127.05,944.8,2024-10-31 17:30:00,31.29,0.4,0.33,0.79,0.5,,100,Satisfactory
93.91,140.58,7.27,36.53,15.59,0.76,43.8,24.25,65.75,1.04,-0.76,192.44,945.0,2024-10-31 17:45:00,31.23,0.41,0.34,0.81,0.52,,300,Poor
93.84,140.58,7.41,36.34,15.45,0.78,43.75,23.3,65.28,0.67,-0.76,212.44,944.7,2024-10-31 18:00:00,31.22,0.59,0.49,1.14,0.53,,300,Poor
73.94,166.74,7.69,36.97,18.25,0.73,44.66,16.07,63.34,0.95,-0.76,237.86,944.9,2024-10-31 18:15:00,31.32,1.29,1.07,2.38,0.67,,200,Moderate
68.3,242.81,7.95,37.47,18.15,0.75,45.41,16.41,63.98,0.99,-0.77,245.54,945.5,2024-10-31 18:30:00,31.42,1.31,1.08,2.42,0.7,,200,Moderate
60.74,242.81,8.15,37.91,18.26,0.73,46.06,16.16,65.26,0.77,-0.76,246.77,946.2,2024-10-31 18:45:00,31.48,1.26,1.04,2.32,0.71,,200,Moderate
60.74,242.81,8.3,38.38,18.23,0.7,46.68,17.58,69.76,0.83,-0.77,284.92,946.4,2024-10-31 19:00:00,31.54,1.29,1.06,2.38,0.75,,200,Moderate
60.83,245.55,8.5,39.11,18.49,0.78,47.61,16.57,70.74,0.96,-0.77,238.22,946.6,2024-10-31 19:15:00,31.62,1.29,1.07,2.39,0.75,,200,Moderate
61.36,158.63,7.9,37.57,18.23,0.71,45.47,15.95,70.74,0.93,-0.78,227.83,946.8,2024-10-31 19:30:00,31.47,1.28,1.06,2.36,0.69,,200,Moderate
61.36,158.63,7.9,37.57,18.23,0.71,45.47,15.95,70.74,0.94,-0.78,208.05,946.8,2024-10-31 19:45:00,31.47,1.28,1.06,2.36,0.69,,200,Moderate
67.3,140.58,5.61,31.6,20.09,0.76,37.21,20.48,70.74,0.93,-0.75,191.35,946.7,2024-10-31 20:00:00,30.82,0.46,0.38,0.9,0.66,,200,Moderate
67.32,140.58,5.36,30.6,20.74,0.82,35.95,20.71,70.74,0.94,-0.74,178.78,946.7,2024-10-31 20:15:00,30.68,0.48,0.4,0.93,0.66,,200,Moderate
70.62,455.07,5.3,30.15,20.05,0.86,35.44,20.4,70.74,0.86,-0.72,190.19,946.7,2024-10-31 20:30:00,30.65,0.47,0.39,0.92,0.64,,200,Moderate
130.79,509.22,5.2,30.17,20.06,1.33,35.36,19.95,70.74,0.94,-0.72,203.9,946.8,2024-10-31 20:45:00,30.73,0.47,0.39,0.91,0.67,,400,Very Poor
130.79,508.32,9.24,34.38,20.1,1.46,39.58,20.23,70.74,0.87,-0.73,203.36,946.7,2024-10-31 21:00:00,38.49,0.47,0.39,0.92,0.67,,400,Very Poor
130.79,508.32,11.36,36.05,25.84,1.49,41.26,20.17,70.74,0.8,-0.73,218.5,946.6,2024-10-31 21:15:00,42.49,0.48,0.4,0.95,0.67,,400,Very Poor
132.21,538.76,11.38,35.43,32.28,1.45,40.65,21.33,70.74,0.84,-0.73,219.83,946.6,2024-10-31 21:30:00,42.31,0.47,0.38,0.91,0.66,,400,Very Poor
152.09,543.9,13.49,37.28,32.39,1.49,42.6,19.95,70.74,0.89,-0.74,214.53,946.8,2024-10-31 21:45:00,48.05,0.47,0.39,0.93,0.66,,400,Very Poor
152.09,543.9,14.36,38.29,32.0,1.51,43.85,19.84,70.74,0.94,-0.74,214.27,947.2,2024-10-31 22:00:00,50.2,0.47,0.39,0.91,0.64,,400,Very Poor
152.09,543.9,16.11,40.2,32.2,1.54,46.05,20.95,70.74,1.0,-0.74,203.54,947.3,2024-10-31 22:15:00,57.46,0.47,0.39,0.92,0.66,,400,Very Poor
151.58,495.39,16.16,40.22,32.3,1.5,46.12,20.94,70.74,0.94,-0.74,216.31,947.5,2024-10-31 22:30:00,57.45,0.47,0.39,0.92,0.64,,400,Very Poor
144.35,487.2,16.42,40.75,31.69,1.56,46.9,19.74,70.74,1.01,-0.74,203.84,947.6,2024-10-31 22:45:00,57.46,0.47,0.39,0.92,0.66,,400,Very Poor
144.3,487.2,16.68,41.24,32.16,1.55,47.66,20.66,70.74,0.82,-0.75,203.03,947.7,2024-10-31 23:00:00,57.45,0.48,0.4,0.94,0.68,,400,Very Poor
144.29,487.2,16.97,42.01,32.46,1.53,48.71,19.82,70.74,0.87,-0.75,209.83,947.7,2024-10-31 23:15:00,57.49,0.48,0.4,0.94,0.67,,400,Very Poor
143.09,474.07,17.22,42.77,31.81,1.57,49.72,20.25,70.74,0.79,-0.74,223.09,947.8,2024-10-31 23:30:00,57.58,0.47,0.39,0.92,0.65,,400,Very Poor
122.98,471.77,17.48,43.5,24.98,2.15,50.71,10.64,70.74,0.83,-0.75,223.72,947.9,2024-10-31 23:45:00,57.68,0.47,0.39,0.92,0.66,,400,Very Poor
122.99,471.77,17.69,44.23,25.35,3.52,51.65,11.94,70.74,0.72,-0.76,223.51,947.9,2024-11-01 00:00:00,57.76,0.47,0.39,0.92,0.66,,400,Very Poor
123.05,471.77,17.87,44.82,25.0,3.55,52.43,11.76,70.74,0.86,-0.75,215.04,948.0,2024-11-01 00:15:00,57.91,0.48,0.39,0.93,0.67,,400,Very Poor
121.97,427.22,18.0,45.38,24.89,3.51,53.11,12.49,70.74,0.75,-0.75,213.8,948.2,2024-11-01 00:30:00,58.05,0.47,0.39,0.92,0.66,,400,Very Poor
105.89,419.69,18.09,45.7,25.25,3.5,53.52,12.29,70.74,0.97,-0.75,203.46,948.2,2024-11-01 00:45:00,58.16,0.47,0.39,0.91,0.66,,300,Poor
105.88,419.69,18.17,45.96,25.21,3.49,53.86,12.9,70.74,0.99,-0.75,208.23,948.3,2024-11-01 01:00:00,58.26,0.46,0.38,0.9,0.67,,300,Poor
105.89,419.69,18.28,46.49,25.05,3.49,54.5,12.18,70.74,0.98,-0.75,214.12,948.2,2024-11-01 01:15:00,58.34,0.47,0.39,0.92,0.67,,300,Poor
105.39,358.04,18.47,47.19,25.05,3.54,55.39,12.38,70.74,0.95,-0.75,222.05,948.3,2024-11-01 01:30:00,58.48,0.48,0.4,0.94,0.67,,300,Poor
98.39,347.63,18.6,47.64,25.46,3.49,55.97,11.86,70.74,0.74,-0.75,214.64,948.4,2024-11-01 01:45:00,58.56,0.47,0.39,0.93,0.68,,300,Poor
98.39,347.63,18.65,47.77,25.15,3.5,56.15,12.77,70.74,0.84,-0.75,211.21,948.6,2024-11-01 02:00:00,58.57,0.46,0.38,0.91,0.66,,300,Poor
98.39,347.63,18.68,47.86,25.54,3.51,56.27,12.11,70.74,0.92,-0.75,205.51,948.6,2024-11-01 02:15:00,58.59,0.48,0.39,0.93,0.67,,300,Poor
98.37,313.19,18.69,47.98,25.17,3.44,56.41,12.44,70.74,1.0,-0.75,202.49,948.8,2024-11-01 02:30:00,58.63,0.47,0.39,0.92,0.66,,300,Poor
96.83,307.38,18.71,48.14,25.43,3.43,56.59,12.5,70.74,0.9,-0.75,184.84,948.7,2024-11-01 02:45:00,58.62,0.48,0.4,0.94,0.69,,300,Poor
96.82,307.38,18.83,48.57,25.42,3.48,57.14,12.58,70.74,0.88,-0.76,209.72,948.9,2024-11-01 03:00:00,58.63,0.48,0.4,0.94,0.67,,300,Poor
96.71,307.38,18.95,49.08,25.31,3.52,57.76,11.88,70.74,0.77,-0.75,184.34,948.8,2024-11-01 03:15:00,58.69,0.48,0.4,0.94,0.67,,300,Poor
95.91,264.49,18.89,48.78,25.46,3.49,57.4,11.99,70.74,0.82,-0.74,202.59,949.0,2024-11-01 03:30:00,58.68,0.46,0.38,0.9,0.66,,300,Poor
85.87,257.24,19.05,49.38,25.07,3.5,58.17,12.06,70.74,0.57,-0.75,182.11,949.0,2024-11-01 03:45:00,58.77,0.46,0.38,0.9,0.66,,200,Moderate
85.81,257.24,19.12,49.73,24.85,3.53,58.58,11.48,70.74,0.84,-0.75,221.91,949.2,2024-11-01 04:00:00,58.77,0.49,0.4,0.95,0.66,,200,Moderate
85.79,257.24,19.32,50.43,24.9,3.53,59.49,11.72,70.74,0.88,-0.75,218.71,949.1,2024-11-01 04:15:00,58.83,0.48,0.39,0.93,0.67,,200,Moderate
76.28,233.81,16.35,46.97,25.24,2.7,56.03,12.14,70.74,0.88,-0.74,177.69,949.3,2024-11-01 04:30:00,52.77,0.46,0.38,0.89,0.65,,200,Moderate
54.69,150.23,9.96,41.12,25.07,0.84,50.81,11.39,70.74,0.89,-0.75,182.64,949.2,2024-11-01 04:45:00,38.7,0.48,0.4,0.93,0.67,,100,Satisfactory
54.6,150.23,10.0,41.33,14.61,0.86,51.06,12.44,70.74,0.97,-0.75,194.31,949.3,2024-11-01 05:00:00,38.69,0.48,0.4,0.94,0.66,,100,Satisfactory
54.59,150.23,10.06,41.64,5.18,0.93,51.43,11.78,70.74,0.78,-0.75,183.1,949.3,2024-11-01 05:15:00,38.71,0.47,0.39,0.93,0.68,,100,Satisfactory
54.55,114.85,10.24,42.28,5.01,1.05,52.25,12.12,70.74,0.98,-0.74,215.26,949.2,2024-11-01 05:30:00,38.84,0.47,0.39,0.92,0.67,,100,Satisfactory
53.38,108.88,10.37,42.67,5.07,1.03,52.78,12.91,70.74,0.8,-0.74,194.85,949.3,2024-11-01 05:45:00,38.9,0.47,0.39,0.91,0.67,,100,Satisfactory
53.38,108.88,10.25,42.27,5.31,0.98,52.26,11.38,70.74,0.83,-0.75,202.56,949.3,2024-11-01 06:00:00,38.83,0.47,0.39,0.93,0.67,,100,Satisfactory
53.38,108.88,10.33,42.61,4.74,0.99,52.68,11.53,70.74,0.84,-0.75,206.42,949.3,2024-11-01 06:15:00,38.89,0.49,0.4,0.95,0.68,,100,Satisfactory
53.55,106.79,10.35,42.55,5.15,0.99,52.63,11.89,70.74,0.05,-0.74,241.68,949.4,2024-11-01 06:30:00,38.91,0.46,0.38,0.91,0.67,,100,Satisfactory
55.8,106.44,10.3,42.46,5.28,1.0,52.5,11.54,70.74,0.9,-0.75,166.58,949.6,2024-11-01 06:45:00,38.87,0.46,0.38,0.9,0.67,,100,Satisfactory
55.82,106.44,10.3,42.43,5.23,1.0,52.46,12.5,70.74,0.49,-0.74,163.23,949.5,2024-11-01 07:00:00,38.87,0.47,0.39,0.92,0.67,,100,Satisfactory
55.81,106.44,10.58,43.4,5.43,0.94,53.71,11.74,70.74,0.87,-0.74,214.0,949.3,2024-11-01 07:15:00,38.99,0.47,0.39,0.92,0.65,,100,Satisfactory
56.55,92.07,10.66,43.88,5.06,1.01,54.27,13.16,70.74,0.83,-0.72,213.55,949.3,2024-11-01 07:30:00,39.02,0.47,0.39,0.92,0.67,,100,Satisfactory
67.19,89.65,10.61,43.74,5.39,0.98,54.08,13.19,70.74,0.86,-0.74,191.87,949.3,2024-11-01 07:45:00,39.01,0.47,0.39,0.93,0.65,,200,Moderate
67.19,89.65,10.39,42.94,4.83,0.95,53.07,11.89,70.74,0.85,-0.74,189.27,949.1,2024-11-01 08:00:00,38.9,0.48,0.4,0.94,0.63,,200,Moderate
67.19,89.65,10.45,43.17,5.12,0.96,53.36,12.1,70.74,0.95,-0.74,196.84,948.8,2024-11-01 08:15:00,38.93,0.48,0.4,0.94,0.65,,200,Moderate
66.42,112.21,10.43,43.17,4.95,0.92,53.34,11.76,70.74,0.98,-0.74,193.4,948.7,2024-11-01 08:30:00,38.97,0.47,0.39,0.92,0.66,,200,Moderate
56.19,116.02,10.43,43.18,5.14,1.0,53.35,10.82,70.74,0.87,-0.75,174.45,948.2,2024-11-01 08:45:00,38.96,0.47,0.39,0.93,0.65,,100,Satisfactory
56.05,116.02,10.56,43.7,5.2,1.07,54.0,12.44,70.74,0.93,-0.75,207.61,948.1,2024-11-01 09:00:00,39.01,0.48,0.4,0.93,0.65,,100,Satisfactory
56.07,116.02,10.57,43.8,5.17,0.94,54.1,12.27,70.74,0.78,-0.75,196.31,947.7,2024-11-01 09:15:00,39.04,0.47,0.38,0.91,0.66,,100,Satisfactory
56.61,112.23,10.64,44.07,4.67,0.98,54.45,12.1,70.74,0.97,-0.74,206.87,946.7,2024-11-01 09:30:00,39.08,0.47,0.39,0.92,0.68,,100,Satisfactory
63.39,111.59,10.6,43.93,5.38,1.02,54.27,11.78,70.2,1.04,-0.75,188.42,945.5,2024-11-01 09:45:00,39.05,0.46,0.38,0.91,0.66,,200,Moderate
63.3,111.59,10.55,43.89,5.32,1.0,54.18,11.94,66.3,0.55,-0.77,190.7,944.7,2024-11-01 10:00:00,39.02,0.49,0.4,0.95,0.66,,200,Moderate
63.4,111.59,10.68,44.52,5.19,1.02,54.94,12.25,65.2,0.68,-0.77,191.97,944.3,2024-11-01 10:15:00,39.06,0.48,0.4,0.94,0.66,,200,Moderate
63.09,113.36,10.69,44.64,5.36,1.01,55.07,12.06,62.14,0.34,-0.77,230.84,943.8,2024-11-01 10:30:00,39.06,0.47,0.38,0.91,0.67,,200,Moderate
57.59,113.66,8.31,38.47,4.87,0.96,46.52,11.88,60.44,0.74,-0.75,196.75,943.6,2024-11-01 10:45:00,38.45,0.47,0.39,0.93,0.65,,100,Satisfactory
57.59,113.66,7.22,33.29,5.75,0.97,40.25,12.73,59.84,0.89,-0.75,200.55,943.5,2024-11-01 11:00:00,38.18,0.45,0.37,0.89,0.64,,100,Satisfactory
57.59,113.66,7.3,31.27,12.42,0.8,38.3,24.54,60.29,0.99,-0.78,192.29,943.6,2024-11-01 11:15:00,38.59,0.31,0.25,0.63,0.42,,100,Satisfactory
57.61,105.67,6.8,29.17,12.44,0.77,35.71,26.13,55.93,0.82,-0.84,195.79,942.8,2024-11-01 11:30:00,38.4,0.31,0.26,0.63,0.4,,100,Satisfactory
56.47,104.32,7.03,30.36,12.31,0.83,37.12,25.48,54.93,0.88,-0.82,195.61,943.0,2024-11-01 11:45:00,37.84,0.3,0.25,0.62,0.42,,100,Satisfactory
56.68,104.32,7.51,32.24,12.59,0.79,39.48,25.62,53.08,0.62,-0.8,220.75,942.6,2024-11-01 12:00:00,37.43,0.31,0.25,0.63,0.41,,100,Satisfactory
56.68,104.32,7.89,33.78,12.72,0.9,41.4,25.6,52.24,0.92,-0.79,196.34,943.0,2024-11-01 12:15:00,37.48,0.31,0.26,0.64,0.41,,100,Satisfactory
56.57,90.78,8.22,35.12,12.29,0.89,43.08,25.03,52.1,0.93,-0.78,196.28,943.3,2024-11-01 12:30:00,37.57,0.31,0.26,0.64,0.41,,100,Satisfactory
55.77,88.49,8.45,36.07,12.2,0.86,44.26,25.11,50.89,0.88,-0.78,190.63,943.1,2024-11-01 12:45:00,37.66,0.31,0.26,0.64,0.41,,100,Satisfactory
55.78,88.49,8.66,36.82,12.47,0.81,45.21,25.31,48.31,0.99,-0.78,197.01,944.1,2024-11-01 13:00:00,37.71,0.32,0.27,0.66,0.41,,100,Satisfactory
55.77,88.49,8.9,37.83,12.38,0.84,46.46,25.28,47.29,0.93,-0.78,196.4,944.2,2024-11-01 13:15:00,37.78,0.3,0.24,0.61,0.4,,100,Satisfactory
55.7,91.33,9.05,38.52,12.26,0.95,47.3,25.21,44.56,1.1,-0.78,185.51,944.0,2024-11-01 13:30:00,37.83,0.3,0.25,0.62,0.42,,100,Satisfactory
54.43,91.81,9.2,39.27,12.69,1.01,48.2,25.74,44.17,0.92,-0.78,196.16,944.4,2024-11-01 13:45:00,37.89,0.3,0.25,0.62,0.41,,100,Satisfactory
54.4,91.81,9.46,40.32,12.37,1.02,49.52,24.49,42.81,0.96,-0.78,187.42,944.7,2024-11-01 14:00:00,37.97,0.31,0.25,0.63,0.41,,100,Satisfactory
54.31,91.81,9.66,41.23,12.38,0.99,50.62,24.39,42.0,1.0,-0.78,203.04,944.6,2024-11-01 14:15:00,38.02,0.3,0.25,0.62,0.43,,100,Satisfactory
54.16,83.95,9.77,41.83,12.4,0.97,51.33,23.88,41.44,0.95,-0.78,209.04,944.6,2024-11-01 14:30:00,38.1,0.3,0.25,0.62,0.39,,100,Satisfactory
52.17,82.63,9.89,42.28,12.29,0.98,51.91,25.26,42.21,0.89,-0.78,187.9,944.6,2024-11-01 14:45:00,38.18,0.3,0.25,0.62,0.43,,100,Satisfactory
52.19,82.63,10.04,42.95,12.66,1.0,52.73,24.77,41.95,0.85,-0.78,234.02,944.5,2024-11-01 15:00:00,38.23,0.3,0.25,0.61,0.41,,100,Satisfactory
52.19,82.63,10.24,43.72,12.49,1.0,53.69,25.15,43.17,0.89,-0.78,234.16,944.7,2024-11-01 15:15:00,38.33,0.32,0.26,0.65,0.42,,100,Satisfactory
49.51,85.56,10.26,43.75,11.57,1.0,53.58,25.34,42.65,1.01,-0.78,218.52,944.7,2024-11-01 15:30:00,37.3,0.3,0.25,0.61,0.42,,100,Satisfactory
37.68,86.14,10.09,43.09,9.01,0.95,52.34,23.75,40.69,0.78,-0.78,229.5,944.6,2024-11-01 15:45:00,34.58,0.31,0.26,0.63,0.43,,100,Satisfactory
37.67,86.14,10.17,43.35,9.17,1.12,52.67,22.81,40.59,0.87,-0.78,221.65,944.6,2024-11-01 16:00:00,34.64,0.31,0.26,0.63,0.43,,100,Satisfactory
37.72,86.14,10.24,43.65,9.18,1.08,53.05,24.11,41.41,0.94,-0.78,221.1,944.8,2024-11-01 16:15:00,34.69,0.31,0.25,0.63,0.41,,100,Satisfactory
38.22,78.61,10.31,43.77,9.15,0.97,53.23,22.83,43.6,0.94,-0.78,250.27,944.8,2024-11-01 16:30:00,34.75,0.31,0.26,0.63,0.42,,100,Satisfactory
46.18,77.34,10.37,43.87,8.9,0.95,53.4,22.05,44.89,0.95,-0.78,232.16,944.8,2024-11-01 16:45:00,34.76,0.3,0.25,0.62,0.4,,100,Satisfactory
46.41,77.34,10.38,44.0,9.27,0.96,53.53,23.37,45.98,0.69,-0.78,258.07,944.6,2024-11-01 17:00:00,34.79,0.31,0.26,0.64,0.4,,100,Satisfactory
46.18,77.34,10.45,44.3,8.95,0.99,53.9,23.0,44.82,0.72,-0.78,246.96,945.0,2024-11-01 17:15:00,34.86,0.3,0.24,0.61,0.4,,100,Satisfactory
45.85,73.09,10.48,44.45,9.06,0.93,54.08,23.89,46.73,0.87,-0.78,260.56,945.3,2024-11-01 17:30:00,34.89,0.29,0.24,0.6,0.4,,100,Satisfactory
45.53,72.37,10.49,44.51,9.18,0.97,54.15,22.6,49.62,0.83,-0.77,191.74,945.1,2024-11-01 17:45:00,34.91,0.29,0.24,0.6,0.41,,100,Satisfactory
46.4,72.37,10.45,44.52,9.37,0.99,54.13,23.93,49.99,0.62,-0.77,211.09,946.0,2024-11-01 18:00:00,34.92,0.31,0.26,0.63,0.4,,100,Satisfactory
46.37,72.37,10.43,44.36,9.19,1.09,53.95,23.46,50.39,0.97,-0.78,216.8,946.2,2024-11-01 18:15:00,34.94,0.3,0.25,0.61,0.43,,100,Satisfactory
46.22,96.37,10.4,44.11,9.33,0.9,53.67,22.93,55.66,1.04,-0.77,190.81,946.4,2024-11-01 18:30:00,34.94,0.31,0.26,0.63,0.42,,100,Satisfactory
43.86,100.42,10.44,44.13,10.52,0.93,53.73,22.09,58.81,0.95,-0.77,200.74,947.0,2024-11-01 18:45:00,34.99,0.3,0.25,0.62,0.42,,100,Satisfactory
43.79,100.42,10.65,44.92,14.47,0.98,54.73,19.97,60.67,0.67,-0.77,175.02,947.3,2024-11-01 19:00:00,35.1,0.3,0.25,0.62,0.41,,100,Satisfactory
43.94,100.42,10.75,45.25,14.48,0.99,55.16,19.0,61.58,0.45,-0.77,244.24,947.5,2024-11-01 19:15:00,35.17,0.3,0.25,0.61,0.4,,100,Satisfactory
45.03,165.79,10.83,45.53,14.49,0.99,55.52,20.1,62.25,0.57,-0.75,179.01,947.7,2024-11-01 19:30:00,35.21,0.32,0.27,0.66,0.42,,100,Satisfactory
59.88,176.83,10.83,45.59,14.85,0.94,55.57,20.12,62.98,0.92,-0.74,236.51,948.0,2024-11-01 19:45:00,35.24,0.31,0.25,0.63,0.41,,100,Satisfactory
59.87,176.83,8.36,37.91,19.58,0.98,45.43,19.77,61.1,0.96,-0.75,230.76,947.7,2024-11-01 20:00:00,34.51,0.3,0.25,0.62,0.41,,100,Satisfactory
81.77,182.08,14.94,42.45,28.61,1.48,49.22,18.32,61.51,0.84,-0.77,228.94,947.8,2024-11-01 20:15:00,40.28,0.31,0.26,0.64,0.43,,200,Moderate
87.6,378.24,14.98,42.05,28.55,1.5,48.86,16.58,61.94,0.85,-0.76,226.4,947.9,2024-11-01 20:30:00,40.28,0.31,0.26,0.64,0.42,,200,Moderate
120.85,405.52,15.05,41.92,28.2,1.41,48.8,17.81,62.16,0.93,-0.76,225.35,948.0,2024-11-01 20:45:00,40.26,0.3,0.25,0.62,0.41,,400,Very Poor
120.77,394.71,14.37,39.78,28.27,1.42,45.98,17.47,64.36,0.94,-0.74,221.92,947.9,2024-11-01 21:00:00,39.92,0.31,0.25,0.62,0.38,,400,Very Poor
120.78,394.71,13.59,36.98,28.45,1.21,42.41,18.22,65.35,0.86,-0.73,204.32,948.0,2024-11-01 21:15:00,39.62,0.3,0.25,0.62,0.4,,400,Very Poor
