pm2.5,pm10,no,no2,so2,co,nox,ozone,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene,o_xylene,AQI,Category
7.0,51.57,7.41,27.93,,1.25,34.66,25.46,93.95,0.69,-0.08,188.81,,2024-01-01 00:00:00,15.23,,,,,,50,Good
7.0,51.57,7.51,27.21,13.42,1.09,33.94,22.61,93.95,0.71,-0.08,197.01,,2024-01-01 00:15:00,15.33,0.66,0.43,1.9,0.37,,50,Good
7.03,51.57,7.36,27.93,13.66,1.03,33.81,26.16,93.95,0.61,-0.08,197.97,,2024-01-01 00:30:00,15.15,0.67,0.43,1.85,0.37,,50,Good
8.42,56.81,7.29,27.31,13.4,0.94,34.11,21.68,93.95,0.63,-0.08,202.0,,2024-01-01 00:45:00,15.41,0.68,0.43,1.84,0.37,,50,Good
10.72,57.94,7.38,27.34,13.52,0.99,33.7,21.13,93.94,0.51,-0.08,189.58,,2024-01-01 01:00:00,15.21,0.68,0.42,1.87,0.37,,50,Good
10.72,57.94,7.51,27.9,13.76,1.09,33.3,23.4,93.94,0.63,-0.08,172.53,,2024-01-01 01:15:00,15.26,0.68,0.42,1.86,0.38,,50,Good
10.72,57.94,7.33,27.22,13.5,1.06,34.41,24.35,93.94,0.68,-0.08,178.57,,2024-01-01 01:30:00,15.11,0.69,0.41,1.88,0.4,,50,Good
9.94,61.22,7.1,27.52,13.61,1.08,34.56,27.6,93.95,0.57,-0.07,224.47,,2024-01-01 01:45:00,15.35,0.67,0.43,1.89,0.38,,50,Good
8.55,61.99,7.35,28.29,13.31,1.24,33.56,27.03,93.95,0.56,-0.08,210.47,,2024-01-01 02:00:00,15.14,0.66,0.42,1.88,0.37,,50,Good
8.56,61.99,7.25,27.62,13.53,0.91,33.07,26.91,93.95,0.68,-0.08,209.15,,2024-01-01 02:15:00,15.45,0.67,0.41,1.95,0.38,,50,Good
8.54,61.99,7.2,27.56,13.42,1.1,33.62,28.22,93.95,0.62,-0.08,215.23,,2024-01-01 02:30:00,15.11,0.68,0.41,1.9,0.38,,50,Good
10.79,62.61,7.15,27.4,13.35,1.12,33.54,26.03,93.95,0.56,-0.07,223.24,,2024-01-01 02:45:00,15.19,0.68,0.4,1.86,0.38,,50,Good
14.74,62.75,7.59,27.86,13.3,1.12,33.36,24.0,93.95,0.58,-0.07,248.59,,2024-01-01 03:00:00,15.32,0.67,0.43,1.84,0.39,,50,Good
14.76,62.75,7.21,27.27,13.56,1.43,33.4,28.13,93.95,0.6,-0.07,228.13,,2024-01-01 03:15:00,15.36,0.69,0.43,1.87,0.38,,50,Good
14.78,62.75,7.25,27.06,13.7,0.88,33.02,28.08,93.95,0.41,-0.07,235.49,,2024-01-01 03:30:00,15.56,0.68,0.43,1.88,0.36,,50,Good
13.29,69.14,7.09,28.41,13.62,1.03,34.13,28.23,93.95,0.55,-0.06,214.99,,2024-01-01 03:45:00,15.34,0.69,0.43,1.86,0.36,,50,Good
10.52,70.52,6.92,27.82,13.59,1.05,33.66,24.34,93.95,0.67,-0.07,200.5,,2024-01-01 04:00:00,15.08,0.67,0.43,1.86,0.37,,50,Good
10.57,70.52,7.5,27.92,13.59,1.08,33.57,32.76,93.95,0.63,-0.06,235.05,,2024-01-01 04:15:00,15.29,0.68,0.43,1.84,0.37,,50,Good
10.47,70.52,7.18,27.53,13.44,0.94,34.85,30.71,93.95,0.66,-0.06,236.86,,2024-01-01 04:30:00,15.26,0.7,0.46,1.82,0.37,,50,Good
10.12,59.33,7.14,27.41,13.63,1.01,34.09,27.84,93.95,0.59,-0.06,222.51,,2024-01-01 04:45:00,15.17,0.61,0.41,1.85,0.38,,50,Good
9.51,56.72,7.28,27.69,13.62,1.15,34.75,28.18,93.95,0.57,-0.06,232.77,,2024-01-01 05:00:00,15.32,0.7,0.42,1.86,0.37,,50,Good
9.52,56.72,7.33,28.03,13.81,0.95,33.77,30.48,93.95,0.57,-0.07,232.4,,2024-01-01 05:15:00,15.25,0.68,0.43,1.82,0.37,,50,Good
9.51,56.72,7.17,27.98,13.5,0.92,34.02,29.25,93.95,0.38,-0.07,249.83,,2024-01-01 05:30:00,15.39,0.69,0.41,1.95,0.37,,50,Good
9.78,63.5,7.2,27.4,13.32,1.01,33.62,26.64,93.95,0.68,-0.06,229.16,,2024-01-01 05:45:00,15.61,0.71,0.42,1.85,0.38,,50,Good
10.22,64.96,7.42,27.42,13.6,1.07,34.18,24.27,93.95,0.64,-0.07,229.67,,2024-01-01 06:00:00,15.51,0.69,0.42,1.9,0.37,,50,Good
10.21,64.96,7.33,27.31,13.49,1.04,32.39,26.92,93.95,0.66,-0.07,227.86,,2024-01-01 06:15:00,14.87,0.67,0.43,1.85,0.38,,50,Good
10.23,64.96,7.37,27.31,13.61,1.01,33.42,29.17,93.95,0.82,-0.07,225.24,,2024-01-01 06:30:00,15.6,0.67,0.42,1.85,0.36,,50,Good
9.78,64.46,7.4,27.56,13.55,1.07,33.65,28.69,93.95,0.69,-0.06,223.46,,2024-01-01 06:45:00,15.32,0.64,0.42,1.8,0.38,,50,Good
9.03,64.35,7.28,27.3,13.71,0.91,33.66,29.46,93.95,0.53,-0.07,230.21,,2024-01-01 07:00:00,15.37,0.67,0.43,1.82,0.38,,50,Good
9.03,64.35,7.29,28.51,13.46,0.99,33.35,25.59,93.95,0.67,-0.07,224.96,,2024-01-01 07:15:00,15.17,0.66,0.42,1.87,0.39,,50,Good
9.03,64.35,7.13,27.98,13.31,1.1,34.23,27.92,93.95,0.55,-0.07,221.94,,2024-01-01 07:30:00,15.38,0.67,0.46,1.89,0.37,,50,Good
12.74,61.45,7.02,27.55,13.42,0.95,33.13,29.3,93.94,0.62,-0.07,220.65,,2024-01-01 07:45:00,15.28,0.68,0.42,1.89,0.38,,50,Good
19.05,60.82,7.49,27.95,13.68,0.87,33.46,26.57,93.94,0.53,-0.07,223.28,,2024-01-01 08:00:00,15.3,0.68,0.43,1.82,0.39,,50,Good
18.97,60.82,7.17,27.79,13.58,1.09,34.15,29.08,93.94,0.61,-0.08,236.39,,2024-01-01 08:15:00,15.15,0.69,0.42,1.87,0.36,,50,Good
19.11,60.82,7.16,27.34,13.56,0.97,34.62,29.52,93.95,0.7,-0.08,193.72,,2024-01-01 08:30:00,15.16,0.67,0.41,1.92,0.37,,50,Good
16.64,64.82,7.37,27.35,13.4,1.25,34.31,24.79,93.94,0.65,-0.08,198.13,,2024-01-01 08:45:00,15.26,0.67,0.44,1.87,0.39,,50,Good
12.41,65.68,7.38,27.6,13.69,0.95,33.4,27.72,93.95,0.63,-0.08,202.57,,2024-01-01 09:00:00,15.17,0.65,0.43,1.87,0.36,,50,Good
12.41,65.68,7.49,28.49,13.7,1.12,34.24,26.25,93.95,0.73,-0.08,207.45,,2024-01-01 09:15:00,15.39,0.67,0.43,1.91,0.38,,50,Good
12.41,65.68,7.17,27.9,13.73,0.97,34.85,27.78,92.85,0.43,-0.08,202.0,,2024-01-01 09:30:00,15.52,0.65,0.41,1.92,0.36,,50,Good
11.12,68.13,6.93,27.67,13.3,0.88,32.63,26.21,89.86,0.71,-0.08,198.07,,2024-01-01 09:45:00,15.45,0.69,0.41,1.84,0.39,,50,Good
8.6,68.65,7.24,27.88,13.23,0.97,33.59,25.17,87.22,0.68,-0.08,193.92,,2024-01-01 10:00:00,15.17,0.66,0.44,1.91,0.35,,50,Good
8.65,68.65,7.13,26.77,13.3,0.84,34.13,26.58,84.22,0.49,-0.08,197.19,,2024-01-01 10:15:00,15.56,0.7,0.43,1.89,0.39,,50,Good
8.64,68.65,7.45,27.14,13.49,1.01,33.72,23.82,79.41,0.81,-0.08,181.6,,2024-01-01 10:30:00,15.15,0.68,0.43,1.9,0.38,,50,Good
17.74,64.14,7.32,27.42,13.21,1.07,33.71,28.82,76.25,0.63,-0.07,187.17,,2024-01-01 10:45:00,15.48,0.69,0.43,1.86,0.38,,50,Good
34.37,63.08,7.13,27.27,13.42,1.0,33.42,36.92,71.54,0.76,-0.08,183.97,,2024-01-01 11:00:00,15.3,0.67,0.4,1.88,0.38,,100,Satisfactory
34.37,63.08,7.26,27.55,13.36,0.94,33.51,35.23,68.22,0.81,-0.1,192.11,,2024-01-01 11:15:00,15.34,0.68,0.42,1.85,0.37,,100,Satisfactory
34.37,63.08,7.19,28.32,13.44,0.72,33.67,38.57,66.24,0.4,-0.12,178.07,,2024-01-01 11:30:00,15.36,0.66,0.43,1.85,0.38,,100,Satisfactory
33.29,56.32,6.11,23.98,11.58,0.82,30.41,38.32,65.15,0.4,-0.14,172.71,706.8,2024-01-01 11:45:00,11.0,0.5,0.33,1.4,0.26,,100,Satisfactory
31.5,54.73,5.22,21.92,10.57,0.86,27.87,38.55,62.0,0.11,-0.12,175.21,720.7,2024-01-01 12:00:00,9.13,0.49,0.29,1.17,0.19,,100,Satisfactory
31.48,54.73,5.18,21.56,10.12,0.82,28.99,39.18,58.7,0.17,-0.1,347.94,711.0,2024-01-01 12:15:00,9.33,0.48,0.28,1.2,0.21,,100,Satisfactory
31.48,54.73,5.08,20.89,10.43,0.85,27.3,46.79,58.76,0.68,-0.1,189.11,704.8,2024-01-01 12:30:00,9.11,0.46,0.31,1.13,0.18,,100,Satisfactory
34.17,45.33,5.26,21.61,10.66,0.71,27.1,50.61,55.9,0.39,-0.09,198.35,701.9,2024-01-01 12:45:00,9.19,0.48,0.28,1.19,0.21,,100,Satisfactory
38.87,43.08,5.37,22.31,10.66,0.74,26.82,53.57,55.56,0.71,-0.09,179.12,702.8,2024-01-01 13:00:00,9.1,0.47,0.28,1.25,0.18,,100,Satisfactory
38.94,43.08,5.25,21.52,10.47,0.74,27.11,54.75,54.82,0.47,-0.08,178.22,711.9,2024-01-01 13:15:00,9.27,0.47,0.28,1.16,0.21,,100,Satisfactory
38.95,43.08,5.27,21.44,10.47,0.77,27.57,45.23,52.68,0.22,-0.09,349.75,714.2,2024-01-01 13:30:00,9.46,0.45,0.29,1.19,0.18,,100,Satisfactory
,,5.13,21.83,10.79,0.73,28.55,28.94,51.57,0.32,-0.09,204.63,710.0,2024-01-01 13:45:00,9.34,0.47,0.28,1.24,0.18,,50,Good
,,4.94,22.3,10.54,0.77,27.99,30.57,51.41,0.4,-0.08,213.82,706.5,2024-01-01 14:00:00,9.15,0.44,0.28,1.13,0.21,,50,Good
,,5.21,22.53,10.58,0.79,26.96,30.79,50.46,0.62,-0.07,194.45,708.6,2024-01-01 14:15:00,9.48,0.46,0.27,1.21,0.2,,50,Good
,,5.29,20.66,10.54,0.86,26.76,31.79,49.35,0.76,-0.07,191.47,710.5,2024-01-01 14:30:00,9.36,0.45,0.29,1.17,0.2,,50,Good
35.1,40.52,5.29,21.51,10.44,0.75,27.7,37.59,49.18,0.77,-0.07,193.76,709.1,2024-01-01 14:45:00,9.24,0.49,0.28,1.14,0.19,,100,Satisfactory
30.51,42.66,5.21,21.22,10.42,0.91,28.4,37.25,47.69,0.41,-0.07,212.08,707.9,2024-01-01 15:00:00,9.3,0.43,0.29,1.21,0.19,,100,Satisfactory
30.51,42.66,5.15,21.48,10.83,0.89,28.26,36.01,48.61,0.47,-0.08,184.45,706.1,2024-01-01 15:15:00,9.27,0.45,0.29,1.19,0.21,,100,Satisfactory
30.49,42.66,5.09,21.72,10.52,0.77,27.54,39.13,49.41,0.66,-0.07,188.24,702.9,2024-01-01 15:30:00,9.37,0.44,0.28,1.16,0.21,,100,Satisfactory
26.63,37.9,5.15,22.26,10.54,0.83,27.22,41.73,48.64,0.6,-0.07,198.77,,2024-01-01 15:45:00,9.53,0.48,0.29,1.18,0.18,,50,Good
20.07,36.79,5.22,21.41,10.56,0.79,28.4,35.64,48.86,0.55,-0.07,193.02,,2024-01-01 16:00:00,9.58,0.45,0.29,1.24,0.21,,50,Good
20.13,36.79,4.93,21.07,10.86,0.84,27.83,40.63,49.26,0.73,-0.07,183.39,,2024-01-01 16:15:00,9.27,0.45,0.28,1.18,0.21,,50,Good
20.13,36.79,5.17,20.61,10.35,0.77,26.93,39.44,50.6,0.62,-0.07,201.84,,2024-01-01 16:30:00,9.38,0.44,0.3,1.18,0.19,,50,Good
19.38,35.49,5.2,21.9,10.76,0.91,27.37,37.88,51.57,0.47,-0.07,210.32,,2024-01-01 16:45:00,9.07,0.44,0.29,1.14,0.19,,50,Good
17.96,35.18,6.41,25.08,11.7,0.74,31.39,36.17,54.65,0.61,-0.07,198.51,,2024-01-01 17:00:00,10.37,0.49,0.32,1.41,0.21,,50,Good
17.94,35.18,9.36,36.25,16.39,0.76,44.68,52.84,57.45,0.71,-0.07,186.29,,2024-01-01 17:15:00,16.3,0.61,0.4,2.15,0.29,,50,Good
17.9,35.18,9.36,36.2,16.57,0.85,44.84,42.76,59.54,0.63,-0.07,190.22,,2024-01-01 17:30:00,16.56,0.63,0.44,2.18,0.3,,50,Good
20.4,44.2,9.19,34.7,16.51,0.86,43.93,38.8,60.2,0.71,-0.07,195.04,,2024-01-01 17:45:00,16.35,0.62,0.42,2.17,0.3,,50,Good
24.72,46.33,9.25,36.0,16.29,0.92,42.88,35.08,60.63,0.66,-0.07,195.49,,2024-01-01 18:00:00,16.5,0.63,0.43,2.13,0.3,,50,Good
24.72,46.33,9.15,36.28,16.55,0.78,43.99,34.1,60.98,0.66,-0.07,194.45,,2024-01-01 18:15:00,16.4,0.63,0.42,2.15,0.31,,50,Good
24.72,46.33,9.24,35.33,16.71,0.89,44.65,22.43,60.06,0.71,-0.08,179.08,,2024-01-01 18:30:00,16.48,0.6,0.43,2.21,0.29,,50,Good
21.66,47.71,9.25,35.57,16.53,0.88,44.95,20.38,60.7,0.68,-0.08,183.92,,2024-01-01 18:45:00,16.4,0.64,0.42,2.25,0.3,,50,Good
16.03,48.03,9.31,35.38,16.44,0.86,44.78,17.82,62.78,0.66,-0.08,192.46,,2024-01-01 19:00:00,16.38,0.62,0.43,2.16,0.29,,50,Good
16.05,48.03,9.28,35.03,16.89,0.92,44.04,11.66,63.66,0.64,-0.08,185.61,,2024-01-01 19:15:00,16.23,0.62,0.44,2.14,0.29,,50,Good
16.13,48.03,9.31,35.68,16.36,0.92,43.69,16.57,63.29,0.67,-0.08,174.92,701.3,2024-01-01 19:30:00,16.19,0.62,0.43,2.21,0.3,,50,Good
17.01,56.59,9.36,35.33,16.49,0.88,43.5,12.52,64.93,0.66,-0.07,181.73,704.2,2024-01-01 19:45:00,16.15,0.61,0.44,2.16,0.3,,50,Good
18.29,58.33,9.35,35.73,16.48,0.93,44.06,9.18,66.12,0.61,-0.08,187.54,708.8,2024-01-01 20:00:00,16.12,0.64,0.46,2.23,0.29,,50,Good
18.34,58.33,9.18,35.57,16.35,0.97,44.27,14.49,67.38,0.69,-0.07,192.49,710.8,2024-01-01 20:15:00,16.37,0.62,0.44,2.19,0.3,,50,Good
18.28,58.33,9.45,35.25,16.42,0.95,44.75,26.86,69.89,0.53,-0.07,199.05,710.3,2024-01-01 20:30:00,16.43,0.61,0.45,2.16,0.29,,50,Good
18.32,64.2,9.36,35.21,16.34,1.09,44.75,22.34,72.95,0.66,-0.08,191.22,725.9,2024-01-01 20:45:00,16.34,0.64,0.44,2.12,0.3,,50,Good
18.02,65.49,9.08,35.84,16.53,0.99,44.0,25.98,75.3,0.61,-0.08,200.38,713.4,2024-01-01 21:00:00,16.41,0.62,0.43,2.16,0.3,,50,Good
18.01,65.49,9.08,35.38,16.55,1.0,45.02,26.56,77.85,0.62,-0.08,197.45,711.2,2024-01-01 21:15:00,16.33,0.63,0.43,2.21,0.29,,50,Good
17.95,65.49,9.15,35.28,16.47,0.94,44.31,30.23,79.36,0.63,-0.08,190.1,709.7,2024-01-01 21:30:00,16.1,0.63,0.43,2.22,0.3,,50,Good
18.65,59.07,9.0,36.15,16.76,0.85,44.48,25.96,81.39,0.59,-0.08,190.76,709.5,2024-01-01 21:45:00,16.25,0.62,0.41,2.16,0.28,,50,Good
19.88,57.66,9.37,35.64,16.39,0.99,44.22,26.31,82.34,0.58,-0.08,185.6,707.2,2024-01-01 22:00:00,16.48,0.63,0.44,2.22,0.3,,50,Good
19.88,57.66,9.43,36.11,16.54,1.03,44.17,30.19,82.9,0.56,-0.08,184.95,717.7,2024-01-01 22:15:00,16.3,0.63,0.42,2.18,0.3,,50,Good
19.89,57.66,9.3,35.48,16.6,0.96,44.19,27.26,83.68,0.57,-0.08,190.89,720.1,2024-01-01 22:30:00,16.26,0.65,0.43,2.2,0.29,,50,Good
17.26,54.19,9.1,36.75,16.84,0.94,44.64,26.25,84.69,0.46,-0.08,201.62,718.2,2024-01-01 22:45:00,16.26,0.63,0.44,2.19,0.28,,50,Good
12.41,53.38,9.32,35.4,16.33,0.78,43.93,28.44,85.87,0.58,-0.08,201.28,721.3,2024-01-01 23:00:00,16.23,0.63,0.44,2.15,0.3,,50,Good
12.45,53.38,9.28,35.76,16.48,0.9,44.1,25.35,87.52,0.62,-0.08,209.07,721.9,2024-01-01 23:15:00,16.25,0.63,0.44,2.15,0.3,,50,Good
12.48,53.38,9.41,34.64,16.24,1.12,45.15,26.0,88.9,0.62,-0.08,199.95,718.8,2024-01-01 23:30:00,16.36,0.66,0.43,2.19,0.3,,50,Good
11.12,55.52,9.25,35.55,16.61,1.04,43.2,26.1,91.07,0.57,-0.08,206.32,723.3,2024-01-01 23:45:00,16.42,0.65,0.44,2.14,0.3,,50,Good
8.55,55.99,9.32,35.92,,0.87,44.29,22.88,92.54,0.47,-0.08,222.54,726.9,2024-01-02 00:00:00,16.3,,,,,,50,Good
8.54,55.99,9.19,35.4,16.58,1.16,43.63,25.76,93.88,0.6,-0.08,224.28,719.7,2024-01-02 00:15:00,16.36,0.64,0.45,2.19,0.29,,50,Good
8.54,55.99,9.25,36.35,16.35,0.89,43.14,22.75,93.95,0.66,-0.08,203.45,712.8,2024-01-02 00:30:00,16.22,0.62,0.44,2.18,0.27,,50,Good
7.96,58.55,9.18,35.76,16.29,0.9,44.61,21.47,93.95,0.57,-0.08,202.89,707.6,2024-01-02 00:45:00,16.32,0.64,0.42,2.19,0.3,,50,Good
6.97,59.15,9.19,35.41,16.38,0.92,43.51,21.3,93.95,0.55,-0.08,218.83,705.7,2024-01-02 01:00:00,16.31,0.61,0.42,2.21,0.29,,50,Good
6.96,59.15,9.21,35.78,16.46,1.02,45.52,18.62,93.95,0.56,-0.08,211.28,704.4,2024-01-02 01:15:00,16.25,0.64,0.44,2.14,0.3,,50,Good
7.09,59.15,9.31,35.43,16.72,0.91,44.63,23.94,93.95,0.7,-0.08,202.31,703.4,2024-01-02 01:30:00,16.28,0.64,0.45,2.17,0.3,,50,Good
8.32,64.09,9.44,35.23,16.69,0.99,43.71,22.35,93.95,0.4,-0.08,214.78,700.9,2024-01-02 01:45:00,16.49,0.63,0.44,2.15,0.3,,50,Good
10.55,65.24,9.27,35.06,16.4,1.0,44.51,21.86,93.95,0.48,-0.08,211.49,700.7,2024-01-02 02:00:00,16.32,0.65,0.44,2.24,0.32,,50,Good
10.48,65.24,9.21,36.04,16.63,0.88,43.35,25.68,93.95,0.57,-0.07,204.13,709.3,2024-01-02 02:15:00,16.21,0.63,0.45,2.19,0.32,,50,Good
10.48,65.24,9.18,35.96,16.76,0.89,42.75,24.94,93.95,0.62,-0.07,217.05,705.7,2024-01-02 02:30:00,16.11,0.64,0.44,2.14,0.3,,50,Good
9.66,64.67,9.23,35.73,16.58,1.0,43.96,21.33,93.95,0.48,-0.07,259.92,706.1,2024-01-02 02:45:00,16.53,0.64,0.44,2.13,0.3,,50,Good
8.18,64.54,9.25,36.06,16.78,0.87,43.24,23.45,93.95,0.61,-0.07,215.74,707.0,2024-01-02 03:00:00,16.01,0.65,0.43,2.15,0.3,,50,Good
8.1,64.54,9.21,35.07,16.59,0.88,44.4,27.91,93.95,0.61,-0.07,236.54,708.7,2024-01-02 03:15:00,16.29,0.63,0.45,2.23,0.3,,50,Good
8.24,64.54,9.17,35.91,16.49,1.0,43.74,25.02,93.94,0.56,-0.07,206.08,712.9,2024-01-02 03:30:00,16.25,0.63,0.42,2.16,0.3,,50,Good
10.42,67.4,9.22,36.6,16.63,0.87,43.63,21.3,93.94,0.62,-0.07,221.14,715.6,2024-01-02 03:45:00,16.37,0.61,0.43,2.12,0.3,,50,Good
14.28,68.02,9.35,36.26,16.46,1.01,44.42,22.24,93.94,0.65,-0.07,204.86,714.4,2024-01-02 04:00:00,16.29,0.65,0.46,2.15,0.3,,50,Good
14.19,68.02,9.12,36.01,16.7,0.91,43.98,25.87,93.94,0.52,-0.07,206.72,720.5,2024-01-02 04:15:00,16.4,0.62,0.42,2.13,0.31,,50,Good
14.17,68.02,9.42,35.46,16.71,1.02,43.69,23.62,93.95,0.68,-0.07,204.82,747.3,2024-01-02 04:30:00,16.32,0.65,0.43,2.17,0.3,,50,Good
12.81,67.94,8.9,35.1,16.5,0.97,43.56,21.65,93.94,0.7,-0.07,198.08,757.4,2024-01-02 04:45:00,16.38,0.62,0.45,2.16,0.29,,50,Good
10.24,67.93,9.11,34.46,16.59,0.94,43.59,20.63,93.94,0.65,-0.07,199.6,752.7,2024-01-02 05:00:00,16.44,0.63,0.44,2.15,0.29,,50,Good
10.23,67.93,9.42,35.75,16.47,1.05,42.99,22.08,93.94,0.51,-0.08,234.25,729.7,2024-01-02 05:15:00,16.42,0.64,0.43,2.2,0.3,,50,Good
10.23,67.93,9.22,35.85,16.49,1.07,43.03,23.83,93.94,0.62,-0.08,226.53,717.3,2024-01-02 05:30:00,16.58,0.66,0.41,2.17,0.3,,50,Good
10.23,68.8,9.15,36.46,16.44,0.96,44.22,22.06,93.94,0.52,-0.07,240.44,714.9,2024-01-02 05:45:00,16.75,0.63,0.42,2.11,0.3,,50,Good
10.15,69.0,9.16,35.8,16.33,0.82,42.9,27.68,93.94,0.58,-0.07,234.01,725.5,2024-01-02 06:00:00,16.28,0.62,0.43,2.18,0.29,,50,Good
10.01,69.0,9.23,35.51,16.67,1.04,44.44,29.69,93.94,0.77,-0.07,210.38,726.3,2024-01-02 06:15:00,16.45,0.62,0.43,2.18,0.3,,50,Good
10.0,69.0,9.15,36.29,16.44,1.19,42.66,26.0,93.94,0.66,-0.07,206.36,709.7,2024-01-02 06:30:00,16.07,0.62,0.44,2.15,0.3,,50,Good
9.08,67.65,9.26,35.98,16.67,1.03,43.62,28.1,93.94,0.65,-0.07,207.29,,2024-01-02 06:45:00,16.36,0.61,0.44,2.16,0.3,,50,Good
7.46,67.36,9.47,36.01,16.75,1.15,43.69,26.65,93.94,0.61,-0.07,215.43,,2024-01-02 07:00:00,16.17,0.64,0.45,2.15,0.28,,50,Good
7.32,67.36,9.24,35.39,16.56,1.01,44.71,24.81,93.95,0.66,-0.08,210.74,703.5,2024-01-02 07:15:00,16.48,0.64,0.43,2.17,0.29,,50,Good
7.13,67.36,9.26,35.72,16.54,0.97,44.21,25.52,93.94,0.68,-0.08,219.06,701.1,2024-01-02 07:30:00,16.16,0.62,0.43,2.17,0.29,,50,Good
8.98,71.44,9.22,35.84,16.06,0.95,44.83,24.13,93.94,0.69,-0.08,214.07,708.1,2024-01-02 07:45:00,16.2,0.63,0.46,2.15,0.28,,50,Good
12.16,72.41,9.01,35.52,16.45,0.91,44.94,26.24,93.95,0.59,-0.07,222.73,705.9,2024-01-02 08:00:00,16.37,0.62,0.44,2.16,0.29,,50,Good
12.19,72.41,9.35,35.55,16.72,0.9,44.01,25.99,93.95,0.68,-0.07,212.73,706.1,2024-01-02 08:15:00,16.39,0.64,0.44,2.13,0.28,,50,Good
12.39,72.41,8.94,35.53,16.48,0.99,44.52,26.49,93.94,0.65,-0.08,193.01,701.9,2024-01-02 08:30:00,16.47,0.63,0.44,2.15,0.29,,50,Good
15.32,68.21,9.28,35.94,16.47,1.04,44.06,27.08,93.95,0.74,-0.07,199.07,709.5,2024-01-02 08:45:00,16.24,0.61,0.44,2.18,0.29,,50,Good
20.43,67.29,9.19,36.27,16.75,1.05,44.28,22.37,93.94,0.59,-0.07,207.9,712.4,2024-01-02 09:00:00,16.44,0.62,0.46,2.15,0.3,,50,Good
20.38,67.29,9.18,35.43,16.49,1.0,43.66,26.85,93.94,0.65,-0.08,196.85,701.8,2024-01-02 09:15:00,16.52,0.63,0.44,2.14,0.31,,50,Good
20.37,67.29,9.5,35.43,16.54,1.1,43.35,27.07,93.93,0.72,-0.08,196.36,706.1,2024-01-02 09:30:00,16.25,0.64,0.45,2.15,0.29,,50,Good
17.63,66.86,9.06,35.92,16.58,0.82,43.92,23.95,93.94,0.49,-0.08,221.32,700.3,2024-01-02 09:45:00,16.5,0.63,0.45,2.13,0.3,,50,Good
12.65,66.76,9.25,35.89,16.24,1.01,42.89,24.1,93.49,0.67,-0.08,215.13,737.1,2024-01-02 10:00:00,16.44,0.61,0.44,2.17,0.3,,50,Good
12.65,66.76,9.12,36.3,16.32,1.08,43.75,24.64,92.67,0.64,-0.08,209.71,748.8,2024-01-02 10:15:00,16.26,0.63,0.42,2.22,0.29,,50,Good
12.66,66.76,9.26,34.79,16.69,1.05,43.37,22.75,91.66,0.77,-0.08,200.42,755.8,2024-01-02 10:30:00,16.21,0.64,0.42,2.22,0.29,,50,Good
11.6,72.25,9.25,35.73,16.74,0.89,43.73,22.59,90.29,0.76,-0.08,187.28,736.6,2024-01-02 10:45:00,16.13,0.65,0.44,2.19,0.29,,50,Good
9.75,73.44,9.19,35.06,16.54,1.07,44.59,25.78,87.93,0.77,-0.08,191.3,713.2,2024-01-02 11:00:00,16.42,0.62,0.43,2.13,0.3,,50,Good
9.68,73.44,9.34,35.28,16.53,1.04,44.16,26.15,83.84,0.45,-0.08,200.21,727.7,2024-01-02 11:15:00,16.17,0.6,0.45,2.18,0.31,,50,Good
9.6,73.44,9.1,34.91,16.6,0.85,43.27,30.06,80.46,0.53,-0.07,176.94,723.5,2024-01-02 11:30:00,16.31,0.64,0.45,2.12,0.29,,50,Good
12.56,64.93,9.24,35.16,16.44,0.88,43.58,36.44,74.41,0.16,-0.09,128.97,725.7,2024-01-02 11:45:00,16.37,0.61,0.43,2.12,0.29,,50,Good
17.71,63.07,9.1,35.5,16.78,0.92,44.29,39.99,71.87,0.55,-0.11,219.78,726.6,2024-01-02 12:00:00,16.45,0.62,0.45,2.21,0.29,,50,Good
17.71,63.07,9.19,35.23,16.72,0.91,43.85,33.42,69.54,0.39,-0.12,223.52,723.1,2024-01-02 12:15:00,16.34,0.61,0.44,2.14,0.29,,50,Good
17.7,63.07,9.13,35.49,16.53,0.85,44.15,25.37,64.21,0.57,-0.1,197.37,722.2,2024-01-02 12:30:00,16.41,0.63,0.44,2.18,0.29,,50,Good
18.58,51.74,9.19,35.25,16.46,0.86,44.27,22.19,59.19,0.52,-0.09,241.06,722.8,2024-01-02 12:45:00,16.45,0.61,0.44,2.12,0.3,,50,Good
20.13,49.25,9.23,36.03,16.69,0.98,43.98,15.41,56.22,0.4,-0.09,252.88,716.1,2024-01-02 13:00:00,16.38,0.62,0.43,2.14,0.3,,50,Good
20.13,49.25,9.47,34.65,16.24,0.92,43.9,24.95,55.76,0.47,-0.08,226.06,725.7,2024-01-02 13:15:00,16.24,0.63,0.43,2.16,0.29,,50,Good
20.13,49.25,9.43,35.4,16.55,0.91,43.43,24.21,55.56,0.49,-0.08,209.12,742.8,2024-01-02 13:30:00,16.39,0.61,0.44,2.15,0.3,,50,Good
22.02,47.11,9.38,35.08,16.38,0.93,43.98,18.6,55.55,0.33,-0.08,240.17,738.0,2024-01-02 13:45:00,16.1,0.63,0.44,2.13,0.31,,50,Good
25.44,46.64,9.17,35.67,16.71,0.97,44.25,21.63,55.72,0.61,-0.08,224.54,734.5,2024-01-02 14:00:00,16.16,0.62,0.43,2.18,0.3,,50,Good
